1	[ACCOLATE] 	_____________________________________________
	Level	Score		Recall		Precision	FMeasure
	  25	0.187500	1.000000	0.008982	0.017804	IMURAN SERENTIL
	* 25	0.187500	1.000000	0.008982	0.017804	IMURAN TENORMIN
	  25	0.187500	1.000000	0.008982	0.017804	IMURAN VANCERIL
	  25	0.187500	1.000000	0.008982	0.017804	IMURAN VOLTAREN
252	[EQUAGESIC] 	_____________________________________________
	Level	Score		Recall		Precision	FMeasure
	* 1	0.888889	1.000000	1.000000	1.000000	EQUAGESIC EQUIGESIC
253	[EQUIGESIC] 	_____________________________________________
	Level	Score		Recall		Precision	FMeasure
	* 1	0.888889	1.000000	1.000000	1.000000	EQUIGESIC EQUAGESIC
254	[EREX] 	_____________________________________________
	Level	Score		Recall		Precision	FMeasure
	* 1	0.625000	1.000000	1.000000	1.000000	EREX UREX
255	[UREX] 	_____________________________________________
	Level	Score		Recall		Precision	FMeasure
	* 1	0.625000	1.000000	1.000000	1.000000	UREX EREX
256	[ERYTHROCIN] 	_____________________________________________
	Level	Score		Recall		Precision	FMeasure
	  1	0.791667	0.000000	0.000000	0.000000	ERYTHROCIN ERYTHROMYCIN
	  2	0.600000	0.000000	0.000000	0.000000	ERYTHROCIN PERMETHRIN
	* 3	0.550000	1.000000	0.333333	0.500000	ERYTHROCIN ETHMOZINE
257	[ETHMOZINE] 	_____________________________________________
	Level	Score		Recall		Precision	FMeasure
	  1	0.555556	0.000000	0.000000	0.000000	ETHMOZINE METHADONE
	* 2	0.550000	1.000000	0.500000	0.666667	ETHMOZINE ERYTHROCIN
258	[ESKALITH] 	_____________________________________________
	Level	Score		Recall		Precision	FMeasure
	  1	0.500000	0.000000	0.000000	0.000000	ESKALITH ESTRATAB
	  2	0.444444	1.000000	0.333333	0.500000	ESKALITH ENALAPRIL
	* 2	0.444444	1.000000	0.333333	0.500000	ESKALITH ESTRATEST
259	[ESTRATEST] 	_____________________________________________
	Level	Score		Recall		Precision	FMeasure
	* 1	0.750000	0.333333	1.000000	0.500000	ESTRATEST ESTRATEST@HS
	  2	0.722222	0.666667	0.666667	0.666667	ESTRATEST ESTRADERM
	* 2	0.722222	0.666667	0.666667	0.666667	ESTRATEST ESTRATAB
	  3	0.500000	0.666667	0.250000	0.363636	ESTRATEST EQUAGESIC
	  3	0.500000	0.666667	0.250000	0.363636	ESTRATEST ETOMIDATE
	  3	0.500000	0.666667	0.250000	0.363636	ESTRATEST ETRETINATE
	  3	0.500000	0.666667	0.250000	0.363636	ESTRATEST TRANDATE
	  3	0.500000	0.666667	0.250000	0.363636	ESTRATEST TRIDRATE
	  4	0.450000	0.666667	0.200000	0.307692	ESTRATEST ETIDRONATE
	  4	0.450000	0.666667	0.200000	0.307692	ESTRATEST SERTRALINE
	  5	0.444444	1.000000	0.187500	0.315789	ESTRATEST DESFERAL
	* 5	0.444444	1.000000	0.187500	0.315789	ESTRATEST ESKALITH
	  5	0.444444	1.000000	0.187500	0.315789	ESTRATEST REGRANEX
	  5	0.444444	1.000000	0.187500	0.315789	ESTRATEST SARAFEM
	  5	0.444444	1.000000	0.187500	0.315789	ESTRATEST TESTODERM
	  5	0.444444	1.000000	0.187500	0.315789	ESTRATEST ZESTRIL
260	[ESMOLOL] 	_____________________________________________
	Level	Score		Recall		Precision	FMeasure
	  1	0.500000	0.000000	0.000000	0.000000	ESMOLOL ELMIRON
	  2	0.450000	0.000000	0.000000	0.000000	ESMOLOL METOPROLOL
	  3	0.444444	0.000000	0.000000	0.000000	ESMOLOL CARTEOLOL
	  4	0.437500	1.000000	0.166667	0.285714	ESMOLOL ESKALITH
	* 4	0.437500	1.000000	0.166667	0.285714	ESMOLOL OSMITROL
	  4	0.437500	1.000000	0.166667	0.285714	ESMOLOL PINDOLOL
261	[OSMITROL] 	_____________________________________________
	Level	Score		Recall		Precision	FMeasure
	  1	0.500000	0.000000	0.000000	0.000000	OSMITROL DITROPAN
	  1	0.500000	0.000000	0.000000	0.000000	OSMITROL MICRO@K
	  2	0.450000	0.000000	0.000000	0.000000	OSMITROL SALMETEROL
	  3	0.444444	0.000000	0.000000	0.000000	OSMITROL GLUCOTROL
	  3	0.444444	0.000000	0.000000	0.000000	OSMITROL MICRONASE
	  3	0.444444	0.000000	0.000000	0.000000	OSMITROL NITRODERM
	  3	0.444444	0.000000	0.000000	0.000000	OSMITROL SYMMETREL
	  4	0.437500	1.000000	0.076923	0.142857	OSMITROL CITRACAL
	  4	0.437500	1.000000	0.076923	0.142857	OSMITROL CITRUCEL
	  4	0.437500	1.000000	0.076923	0.142857	OSMITROL DEMEROL
	  4	0.437500	1.000000	0.076923	0.142857	OSMITROL ELMIRON
	* 4	0.437500	1.000000	0.076923	0.142857	OSMITROL ESMOLOL
	  4	0.437500	1.000000	0.076923	0.142857	OSMITROL LOTRONEX
262	[ESTRADERM] 	_____________________________________________
	Level	Score		Recall		Precision	FMeasure
	  1	0.722222	1.000000	0.500000	0.666667	ESTRADERM ESTRATEST
	* 1	0.722222	1.000000	0.500000	0.666667	ESTRADERM TESTODERM
263	[TESTODERM] 	_____________________________________________
	Level	Score		Recall		Precision	FMeasure
	* 1	0.722222	1.000000	1.000000	1.000000	TESTODERM ESTRADERM
264	[ESTRATAB] 	_____________________________________________
	Level	Score		Recall		Precision	FMeasure
	* 1	0.722222	1.000000	1.000000	1.000000	ESTRATAB ESTRATEST
265	[ESTRATEST@HS] 	_____________________________________________
	Level	Score		Recall		Precision	FMeasure
	* 1	0.750000	1.000000	1.000000	1.000000	ESTRATEST@HS ESTRATEST
266	[ETIDRONATE] 	_____________________________________________
	Level	Score		Recall		Precision	FMeasure
	* 1	0.650000	0.500000	1.000000	0.666667	ETIDRONATE ETRETINATE
	* 2	0.600000	1.000000	1.000000	1.000000	ETIDRONATE ETOMIDATE
267	[ETOMIDATE] 	_____________________________________________
	Level	Score		Recall		Precision	FMeasure
	* 1	0.600000	1.000000	0.500000	0.666667	ETOMIDATE ETIDRONATE
	  1	0.600000	1.000000	0.500000	0.666667	ETOMIDATE ETRETINATE
268	[ETRETINATE] 	_____________________________________________
	Level	Score		Recall		Precision	FMeasure
	* 1	0.650000	1.000000	1.000000	1.000000	ETRETINATE ETIDRONATE
269	[FAM@PREN@FORTE] 	_____________________________________________
	Level	Score		Recall		Precision	FMeasure
	* 1	0.571429	1.000000	1.000000	1.000000	FAM@PREN@FORTE PARAFON@FORTE
270	[PARAFON@FORTE] 	_____________________________________________
	Level	Score		Recall		Precision	FMeasure
	* 1	0.571429	1.000000	1.000000	1.000000	PARAFON@FORTE FAM@PREN@FORTE
271	[FENTANYL@CITRATE] 	_____________________________________________
	Level	Score		Recall		Precision	FMeasure
	* 1	0.805556	1.000000	1.000000	1.000000	FENTANYL@CITRATE SUFENTANIL@CITRATE
272	[SUFENTANIL@CITRATE] 	_____________________________________________
	Level	Score		Recall		Precision	FMeasure
	* 1	0.805556	1.000000	1.000000	1.000000	SUFENTANIL@CITRATE FENTANYL@CITRATE
273	[FIORICET] 	_____________________________________________
	Level	Score		Recall		Precision	FMeasure
	* 1	0.687500	1.000000	1.000000	1.000000	FIORICET FIORINAL
274	[FIORINAL] 	_____________________________________________
	Level	Score		Recall		Precision	FMeasure
	* 1	0.687500	1.000000	1.000000	1.000000	FIORINAL FIORICET
275	[FLOMAX] 	_____________________________________________
	Level	Score		Recall		Precision	FMeasure
	* 1	0.571429	0.500000	1.000000	0.666667	FLOMAX FOSAMAX
	  2	0.500000	1.000000	0.400000	0.571429	FLOMAX FLUDARA
	  2	0.500000	1.000000	0.400000	0.571429	FLOMAX FLUMADINE
	  2	0.500000	1.000000	0.400000	0.571429	FLOMAX LORTAB
	* 2	0.500000	1.000000	0.400000	0.571429	FLOMAX VOLMAX
276	[FOSAMAX] 	_____________________________________________
	Level	Score		Recall		Precision	FMeasure
	* 1	0.571429	1.000000	1.000000	1.000000	FOSAMAX FLOMAX
277	[VOLMAX] 	_____________________________________________
	Level	Score		Recall		Precision	FMeasure
	  1	0.562500	0.000000	0.000000	0.000000	VOLMAX VOLTAREN
	* 2	0.500000	1.000000	0.250000	0.400000	VOLMAX FLOMAX
	  2	0.500000	1.000000	0.250000	0.400000	VOLMAX FOSAMAX
	  2	0.500000	1.000000	0.250000	0.400000	VOLMAX VOSOL
278	[FLUCYTOSINE] 	_____________________________________________
	Level	Score		Recall		Precision	FMeasure
	  1	0.545455	0.000000	0.000000	0.000000	FLUCYTOSINE CYCLOSERINE
	  1	0.545455	0.000000	0.000000	0.000000	FLUCYTOSINE FLUDARABINE
	  1	0.545455	0.000000	0.000000	0.000000	FLUCYTOSINE FLUMADINE
	  2	0.500000	0.000000	0.000000	0.000000	FLUCYTOSINE CYCLOSPORINE
	  2	0.500000	0.000000	0.000000	0.000000	FLUCYTOSINE CYTARABINE
	  2	0.500000	0.000000	0.000000	0.000000	FLUCYTOSINE CYTOVENE
	  2	0.500000	0.000000	0.000000	0.000000	FLUCYTOSINE DICYCLOMINE
	* 3	0.458333	1.000000	0.125000	0.222222	FLUCYTOSINE FLUOROURACIL
279	[FLUOROURACIL] 	_____________________________________________
	Level	Score		Recall		Precision	FMeasure
	  1	0.541667	0.000000	0.000000	0.000000	FLUOROURACIL FLUDARABINE
	  2	0.466667	0.000000	0.000000	0.000000	FLUOROURACIL TRIFLUOPERAZINE
	* 3	0.458333	1.000000	0.166667	0.285714	FLUOROURACIL FLUCYTOSINE
	  3	0.458333	1.000000	0.166667	0.285714	FLUOROURACIL FLUMADINE
	  3	0.458333	1.000000	0.166667	0.285714	FLUOROURACIL FLURAZEPAM
	  3	0.458333	1.000000	0.166667	0.285714	FLUOROURACIL NORFLOXACIN
280	[FLUDARA] 	_____________________________________________
	Level	Score		Recall		Precision	FMeasure
	  1	0.636364	0.000000	0.000000	0.000000	FLUDARA FLUDARABINE
	  2	0.571429	0.000000	0.000000	0.000000	FLUDARA ALDARA
	  3	0.500000	0.000000	0.000000	0.000000	FLUDARA DIFLUCAN
	  3	0.500000	0.000000	0.000000	0.000000	FLUDARA FLOMAX
	  3	0.500000	0.000000	0.000000	0.000000	FLUDARA FLUMADINE
	  3	0.500000	0.000000	0.000000	0.000000	FLUDARA FLURAZEPAM
	  4	0.428571	1.000000	0.100000	0.181818	FLUDARA DARVON
	  4	0.428571	1.000000	0.100000	0.181818	FLUDARA FOSAMAX
	* 4	0.428571	1.000000	0.100000	0.181818	FLUDARA FUDR
	  4	0.428571	1.000000	0.100000	0.181818	FLUDARA RIDAURA
281	[FUDR] 	_____________________________________________
	Level	Score		Recall		Precision	FMeasure
	  1	0.500000	0.000000	0.000000	0.000000	FUDR EFUDEX
	* 2	0.428571	1.000000	0.500000	0.666667	FUDR FLUDARA
282	[FLUDARABINE] 	_____________________________________________
	Level	Score		Recall		Precision	FMeasure
	  1	0.636364	1.000000	0.500000	0.666667	FLUDARABINE FLUDARA
	* 1	0.636364	1.000000	0.500000	0.666667	FLUDARABINE FLUMADINE
283	[FLUMADINE] 	_____________________________________________
	Level	Score		Recall		Precision	FMeasure
	* 1	0.636364	1.000000	1.000000	1.000000	FLUMADINE FLUDARABINE
284	[FLURAZEPAM] 	_____________________________________________
	Level	Score		Recall		Precision	FMeasure
	  1	0.750000	0.000000	0.000000	0.000000	FLURAZEPAM LORAZEPAM
	  2	0.650000	0.000000	0.000000	0.000000	FLURAZEPAM CLONAZEPAM
	  3	0.636364	0.000000	0.000000	0.000000	FLURAZEPAM CLORAZEPATE
	  4	0.550000	1.000000	0.166667	0.285714	FLURAZEPAM ALPRAZOLAM
	  4	0.550000	1.000000	0.166667	0.285714	FLURAZEPAM DIAZEPAM
	* 4	0.550000	1.000000	0.166667	0.285714	FLURAZEPAM TEMAZEPAM
285	[TEMAZEPAM] 	_____________________________________________
	Level	Score		Recall		Precision	FMeasure
	  1	0.611111	0.000000	0.000000	0.000000	TEMAZEPAM DIAZEPAM
	  1	0.611111	0.000000	0.000000	0.000000	TEMAZEPAM LORAZEPAM
	  2	0.550000	1.000000	0.250000	0.400000	TEMAZEPAM CLONAZEPAM
	* 2	0.550000	1.000000	0.250000	0.400000	TEMAZEPAM FLURAZEPAM
286	[FOLIC@ACID] 	_____________________________________________
	Level	Score		Recall		Precision	FMeasure
	* 1	0.833333	1.000000	1.000000	1.000000	FOLIC@ACID FOLINIC@ACID
287	[FOLINIC@ACID] 	_____________________________________________
	Level	Score		Recall		Precision	FMeasure
	* 1	0.833333	1.000000	1.000000	1.000000	FOLINIC@ACID FOLIC@ACID
288	[FUROSEMIDE] 	_____________________________________________
	Level	Score		Recall		Precision	FMeasure
	* 1	0.600000	1.000000	1.000000	1.000000	FUROSEMIDE TORSEMIDE
289	[TORSEMIDE] 	_____________________________________________
	Level	Score		Recall		Precision	FMeasure
	* 1	0.600000	1.000000	0.500000	0.666667	TORSEMIDE FUROSEMIDE
	  1	0.600000	1.000000	0.500000	0.666667	TORSEMIDE TOLAZAMIDE
290	[GEMZAR] 	_____________________________________________
	Level	Score		Recall		Precision	FMeasure
	  1	0.500000	0.000000	0.000000	0.000000	GEMZAR GENGRAF
	  2	0.416667	0.000000	0.000000	0.000000	GEMZAR AMICAR
	  2	0.416667	0.000000	0.000000	0.000000	GEMZAR COZAAR
	  2	0.416667	0.000000	0.000000	0.000000	GEMZAR HYZAAR
	  2	0.416667	0.000000	0.000000	0.000000	GEMZAR NEOSAR
	  3	0.375000	0.000000	0.000000	0.000000	GEMZAR KOGENATE
	  3	0.375000	0.000000	0.000000	0.000000	GEMZAR PREMARIN
	  4	0.357143	0.000000	0.000000	0.000000	GEMZAR DEMEROL
	  4	0.357143	0.000000	0.000000	0.000000	GEMZAR HEPARIN
	  4	0.357143	0.000000	0.000000	0.000000	GEMZAR NEOCARE
	  4	0.357143	0.000000	0.000000	0.000000	GEMZAR PRECARE
	  4	0.357143	0.000000	0.000000	0.000000	GEMZAR PREMPRO
	  4	0.357143	0.000000	0.000000	0.000000	GEMZAR REMERON
	  4	0.357143	0.000000	0.000000	0.000000	GEMZAR ZEMURON
	  5	0.333333	0.000000	0.000000	0.000000	GEMZAR AMARYL
	  5	0.333333	0.000000	0.000000	0.000000	GEMZAR CEFZIL
	  5	0.333333	0.000000	0.000000	0.000000	GEMZAR ELAVIL
	  5	0.333333	0.000000	0.000000	0.000000	GEMZAR EURAX
	  5	0.333333	0.000000	0.000000	0.000000	GEMZAR HESPAN
	  5	0.333333	0.000000	0.000000	0.000000	GEMZAR IMOVAX
	  5	0.333333	0.000000	0.000000	0.000000	GEMZAR IMURAN
	  5	0.333333	0.000000	0.000000	0.000000	GEMZAR KEFZOL
	  5	0.333333	0.000000	0.000000	0.000000	GEMZAR MEGACE
	  5	0.333333	0.000000	0.000000	0.000000	GEMZAR NEORAL
	  5	0.333333	0.000000	0.000000	0.000000	GEMZAR PERMAX
	  5	0.333333	0.000000	0.000000	0.000000	GEMZAR PLETAL
	  5	0.333333	0.000000	0.000000	0.000000	GEMZAR PREMPHASE
	  5	0.333333	0.000000	0.000000	0.000000	GEMZAR PROZAC
	  5	0.333333	0.000000	0.000000	0.000000	GEMZAR REGLAN
	  5	0.333333	0.000000	0.000000	0.000000	GEMZAR TEMAZEPAM
	  5	0.333333	0.000000	0.000000	0.000000	GEMZAR TIAZAC
	  5	0.333333	0.000000	0.000000	0.000000	GEMZAR ZAGAM
	  5	0.333333	0.000000	0.000000	0.000000	GEMZAR ZANTAC
	  6	0.312500	1.000000	0.027027	0.052632	GEMZAR CLOZARIL
	  6	0.312500	1.000000	0.027027	0.052632	GEMZAR GLUTOFAC
	  6	0.312500	1.000000	0.027027	0.052632	GEMZAR GRANULEX
	* 6	0.312500	1.000000	0.027027	0.052632	GEMZAR ZINECARD
291	[ZINECARD] 	_____________________________________________
	Level	Score		Recall		Precision	FMeasure
	  1	0.562500	0.000000	0.000000	0.000000	ZINECARD NEOCARE
	  1	0.562500	0.000000	0.000000	0.000000	ZINECARD ZINACEF
	  2	0.500000	0.000000	0.000000	0.000000	ZINECARD PRECARE
	  2	0.500000	0.000000	0.000000	0.000000	ZINECARD SINEQUAN
	  3	0.437500	0.000000	0.000000	0.000000	ZINECARD CARDENE
	  3	0.437500	0.000000	0.000000	0.000000	ZINECARD CARDIEM
	  3	0.437500	0.000000	0.000000	0.000000	ZINECARD CARDIZEM
	  3	0.437500	0.000000	0.000000	0.000000	ZINECARD CARDURA
	  3	0.437500	0.000000	0.000000	0.000000	ZINECARD INDERAL
	  3	0.437500	0.000000	0.000000	0.000000	ZINECARD NEOCATE
	  3	0.437500	0.000000	0.000000	0.000000	ZINECARD NEOSAR
	  3	0.437500	0.000000	0.000000	0.000000	ZINECARD ZANTAC
	  4	0.416667	0.000000	0.000000	0.000000	ZINECARD ZONE@A@FORTE
	  5	0.409091	0.000000	0.000000	0.000000	ZINECARD NICARDIPINE
	  6	0.388889	0.000000	0.000000	0.000000	ZINECARD ETHMOZINE
	  6	0.388889	0.000000	0.000000	0.000000	ZINECARD ZITHROMAX
	  7	0.375000	0.000000	0.000000	0.000000	ZINECARD AMICAR
	  7	0.375000	0.000000	0.000000	0.000000	ZINECARD CARAFATE
	  7	0.375000	0.000000	0.000000	0.000000	ZINECARD CITRACAL
	  7	0.375000	0.000000	0.000000	0.000000	ZINECARD CLINORIL
	  7	0.375000	0.000000	0.000000	0.000000	ZINECARD CORGARD
	  7	0.375000	0.000000	0.000000	0.000000	ZINECARD DIAZEPAM
	  7	0.375000	0.000000	0.000000	0.000000	ZINECARD DIFLUCAN
	  7	0.375000	0.000000	0.000000	0.000000	ZINECARD DYNACIRC
	  7	0.375000	0.000000	0.000000	0.000000	ZINECARD HEPARIN
	  7	0.375000	0.000000	0.000000	0.000000	ZINECARD LIORESAL
	  7	0.375000	0.000000	0.000000	0.000000	ZINECARD NARCAN
	  7	0.375000	0.000000	0.000000	0.000000	ZINECARD NASAREL
	  7	0.375000	0.000000	0.000000	0.000000	ZINECARD NEORAL
	  7	0.375000	0.000000	0.000000	0.000000	ZINECARD NEPHROX
	  7	0.375000	0.000000	0.000000	0.000000	ZINECARD NICODERM
	  7	0.375000	0.000000	0.000000	0.000000	ZINECARD NORCURON
	  7	0.375000	0.000000	0.000000	0.000000	ZINECARD PREMARIN
	  7	0.375000	0.000000	0.000000	0.000000	ZINECARD TORECAN
	  7	0.375000	0.000000	0.000000	0.000000	ZINECARD VISTARIL
	  7	0.375000	0.000000	0.000000	0.000000	ZINECARD ZEBETA
	  7	0.375000	0.000000	0.000000	0.000000	ZINECARD ZEMURON
	  7	0.375000	0.000000	0.000000	0.000000	ZINECARD ZESTRIL
	  7	0.375000	0.000000	0.000000	0.000000	ZINECARD ZIAC
	  7	0.375000	0.000000	0.000000	0.000000	ZINECARD ZOCOR
	  7	0.375000	0.000000	0.000000	0.000000	ZINECARD ZONALON
	  7	0.375000	0.000000	0.000000	0.000000	ZINECARD ZYPREXA
	  7	0.375000	0.000000	0.000000	0.000000	ZINECARD ZYRTEC
	  8	0.350000	0.000000	0.000000	0.000000	ZINECARD CARDENE@SR
	  8	0.350000	0.000000	0.000000	0.000000	ZINECARD INDERAL@LA
	  8	0.350000	0.000000	0.000000	0.000000	ZINECARD PROBENECID
	  9	0.333333	0.000000	0.000000	0.000000	ZINECARD CARBATROL
	  9	0.333333	0.000000	0.000000	0.000000	ZINECARD CARBRITAL
	  9	0.333333	0.000000	0.000000	0.000000	ZINECARD CARTEOLOL
	  9	0.333333	0.000000	0.000000	0.000000	ZINECARD CARTIA@XT
	  9	0.333333	0.000000	0.000000	0.000000	ZINECARD FOLINIC@ACID
	  9	0.333333	0.000000	0.000000	0.000000	ZINECARD INDINAVIR
	  9	0.333333	0.000000	0.000000	0.000000	ZINECARD MIACALCIN
	  9	0.333333	0.000000	0.000000	0.000000	ZINECARD NEURONTIN
	  9	0.333333	0.000000	0.000000	0.000000	ZINECARD RISPERDAL
	  9	0.333333	0.000000	0.000000	0.000000	ZINECARD SINGULAIR
	  10	0.318182	0.000000	0.000000	0.000000	ZINECARD CARDIZEM@CD
	  10	0.318182	0.000000	0.000000	0.000000	ZINECARD CARDIZEM@SR
	  10	0.318182	0.000000	0.000000	0.000000	ZINECARD HYDRALAZINE
	  10	0.318182	0.000000	0.000000	0.000000	ZINECARD HYDROXYZINE
	  11	0.312500	1.000000	0.009804	0.019417	ZINECARD AKARPINE
	  11	0.312500	1.000000	0.009804	0.019417	ZINECARD AMRINONE
	  11	0.312500	1.000000	0.009804	0.019417	ZINECARD ANSAID
	  11	0.312500	1.000000	0.009804	0.019417	ZINECARD ANTACID
	  11	0.312500	1.000000	0.009804	0.019417	ZINECARD ATACAND
	  11	0.312500	1.000000	0.009804	0.019417	ZINECARD ATROPINE
	  11	0.312500	1.000000	0.009804	0.019417	ZINECARD BENADRYL
	  11	0.312500	1.000000	0.009804	0.019417	ZINECARD CAFERGOT
	  11	0.312500	1.000000	0.009804	0.019417	ZINECARD CATAPRES
	  11	0.312500	1.000000	0.009804	0.019417	ZINECARD CLOZARIL
	  11	0.312500	1.000000	0.009804	0.019417	ZINECARD CODEINE
	  11	0.312500	1.000000	0.009804	0.019417	ZINECARD COZAAR
	  11	0.312500	1.000000	0.009804	0.019417	ZINECARD DIABETA
	  11	0.312500	1.000000	0.009804	0.019417	ZINECARD DOPAMINE
	  11	0.312500	1.000000	0.009804	0.019417	ZINECARD EDECRIN
	  11	0.312500	1.000000	0.009804	0.019417	ZINECARD FIORINAL
	* 11	0.312500	1.000000	0.009804	0.019417	ZINECARD GEMZAR
	  11	0.312500	1.000000	0.009804	0.019417	ZINECARD HYZAAR
	  11	0.312500	1.000000	0.009804	0.019417	ZINECARD IMIPENEM
	  11	0.312500	1.000000	0.009804	0.019417	ZINECARD IODINE
	  11	0.312500	1.000000	0.009804	0.019417	ZINECARD ISORDIL
	  11	0.312500	1.000000	0.009804	0.019417	ZINECARD LEUKINE
	  11	0.312500	1.000000	0.009804	0.019417	ZINECARD LEVOXINE
	  11	0.312500	1.000000	0.009804	0.019417	ZINECARD LODINE
	  11	0.312500	1.000000	0.009804	0.019417	ZINECARD MICATIN
	  11	0.312500	1.000000	0.009804	0.019417	ZINECARD MORPHINE
	  11	0.312500	1.000000	0.009804	0.019417	ZINECARD NAPRELAN
	  11	0.312500	1.000000	0.009804	0.019417	ZINECARD NASALIDE
	  11	0.312500	1.000000	0.009804	0.019417	ZINECARD NEBCIN
	  11	0.312500	1.000000	0.009804	0.019417	ZINECARD NEUMEGA
	  11	0.312500	1.000000	0.009804	0.019417	ZINECARD NIFEREX
	  11	0.312500	1.000000	0.009804	0.019417	ZINECARD PREVACID
	  11	0.312500	1.000000	0.009804	0.019417	ZINECARD PRILOSEC
	  11	0.312500	1.000000	0.009804	0.019417	ZINECARD PROSCAR
	  11	0.312500	1.000000	0.009804	0.019417	ZINECARD QUININE
	  11	0.312500	1.000000	0.009804	0.019417	ZINECARD RIDAURA
	  11	0.312500	1.000000	0.009804	0.019417	ZINECARD SERZONE
	  11	0.312500	1.000000	0.009804	0.019417	ZINECARD THIAMINE
	  11	0.312500	1.000000	0.009804	0.019417	ZINECARD VANCERIL
	  11	0.312500	1.000000	0.009804	0.019417	ZINECARD ZAGAM
	  11	0.312500	1.000000	0.009804	0.019417	ZINECARD ZOFRAN
	  11	0.312500	1.000000	0.009804	0.019417	ZINECARD ZYBAN
292	[GENGRAF] 	_____________________________________________
	Level	Score		Recall		Precision	FMeasure
	  1	0.500000	1.000000	0.500000	0.666667	GENGRAF GEMZAR
	* 1	0.500000	1.000000	0.500000	0.666667	GENGRAF PROGRAF
293	[PROGRAF] 	_____________________________________________
	Level	Score		Recall		Precision	FMeasure
	  1	0.714286	0.000000	0.000000	0.000000	PROGRAF PROVERA
	  2	0.642857	0.000000	0.000000	0.000000	PROGRAF PROSCAR
	  2	0.642857	0.000000	0.000000	0.000000	PROGRAF PROZAC
	* 3	0.500000	1.000000	0.083333	0.153846	PROGRAF GENGRAF
	  3	0.500000	1.000000	0.083333	0.153846	PROGRAF PRANDIN
	  3	0.500000	1.000000	0.083333	0.153846	PROGRAF PRECARE
	  3	0.500000	1.000000	0.083333	0.153846	PROGRAF PREMPRO
	  3	0.500000	1.000000	0.083333	0.153846	PROGRAF PROCANBID
	  3	0.500000	1.000000	0.083333	0.153846	PROGRAF PROFEN
	  3	0.500000	1.000000	0.083333	0.153846	PROGRAF PROPRANOLOL
	  3	0.500000	1.000000	0.083333	0.153846	PROGRAF PROSOM
	  3	0.500000	1.000000	0.083333	0.153846	PROGRAF REGRANEX
294	[GLIPIZIDE] 	_____________________________________________
	Level	Score		Recall		Precision	FMeasure
	* 1	0.555556	1.000000	1.000000	1.000000	GLIPIZIDE GLYBURIDE
295	[GLYBURIDE] 	_____________________________________________
	Level	Score		Recall		Precision	FMeasure
	* 1	0.555556	0.500000	0.500000	0.500000	GLYBURIDE GLIPIZIDE
	  1	0.555556	0.500000	0.500000	0.500000	GLYBURIDE LURIDE
	  2	0.500000	0.500000	0.333333	0.400000	GLYBURIDE AMILORIDE
	  3	0.454545	0.500000	0.250000	0.333333	GLYBURIDE TOLBUTAMIDE
	  4	0.444444	0.500000	0.166667	0.250000	GLYBURIDE BEPRIDIL
	  4	0.444444	0.500000	0.166667	0.250000	GLYBURIDE URIDON
	  5	0.400000	0.500000	0.125000	0.200000	GLYBURIDE FUROSEMIDE
	  5	0.400000	0.500000	0.125000	0.200000	GLYBURIDE OXYBUTYNIN
	  6	0.388889	1.000000	0.133333	0.235294	GLYBURIDE BUSPIRONE
	* 6	0.388889	1.000000	0.133333	0.235294	GLYBURIDE GLUCOTROL
	  6	0.388889	1.000000	0.133333	0.235294	GLYBURIDE LACRILUBE
	  6	0.388889	1.000000	0.133333	0.235294	GLYBURIDE LEUKINE
	  6	0.388889	1.000000	0.133333	0.235294	GLYBURIDE LIBRIUM
	  6	0.388889	1.000000	0.133333	0.235294	GLYBURIDE LOTRISONE
	  6	0.388889	1.000000	0.133333	0.235294	GLYBURIDE URISED
296	[GLUCOPHAGE] 	_____________________________________________
	Level	Score		Recall		Precision	FMeasure
	  1	0.550000	1.000000	0.500000	0.666667	GLUCOPHAGE GLUCOTROL
	* 1	0.550000	1.000000	0.500000	0.666667	GLUCOPHAGE GLUTOFAC
297	[GLUTOFAC] 	_____________________________________________
	Level	Score		Recall		Precision	FMeasure
	* 1	0.550000	1.000000	1.000000	1.000000	GLUTOFAC GLUCOPHAGE
298	[GLUCOTROL] 	_____________________________________________
	Level	Score		Recall		Precision	FMeasure
	* 1	0.750000	0.500000	1.000000	0.666667	GLUCOTROL GLUCOTROL@XL
	  2	0.550000	0.500000	0.500000	0.500000	GLUCOTROL GLUCOPHAGE
	  3	0.500000	0.500000	0.200000	0.285714	GLUCOTROL CARBATROL
	  3	0.500000	0.500000	0.200000	0.285714	GLUCOTROL GLUTOFAC
	  3	0.500000	0.500000	0.200000	0.285714	GLUCOTROL LOTRONEX
	  4	0.450000	0.500000	0.142857	0.222222	GLUCOTROL CALCITRIOL
	  4	0.450000	0.500000	0.142857	0.222222	GLUCOTROL LEUCOVORIN
	  5	0.444444	0.500000	0.111111	0.181818	GLUCOTROL LOTRISONE
	  5	0.444444	0.500000	0.111111	0.181818	GLUCOTROL OSMITROL
	  6	0.409091	0.500000	0.090909	0.153846	GLUCOTROL FLUCYTOSINE
	  6	0.409091	0.500000	0.090909	0.153846	GLUCOTROL SOLU@MEDROL
	  7	0.400000	0.500000	0.076923	0.133333	GLUCOTROL CALCIFEROL
	  7	0.400000	0.500000	0.076923	0.133333	GLUCOTROL SALMETEROL
	  8	0.388889	1.000000	0.095238	0.173913	GLUCOTROL CARTEOLOL
	  8	0.388889	1.000000	0.095238	0.173913	GLUCOTROL CITRACAL
